company_name,stock_code,matched_keyword,source_section,start_position,end_position,candidate_text_path,status,error_message
*ST康乐,920575,股权转让、增资,,58027,59031,outputs\week3_sample_outputs\candidate_texts\W3-2023-BSE003_920575_candidates.txt,success,
*ST康乐,920575,股权转让、增资,,84886,85972,outputs\week3_sample_outputs\candidate_texts\W3-2023-BSE003_920575_candidates.txt,success,
*ST康乐,920575,股权转让,,50176,51157,outputs\week3_sample_outputs\candidate_texts\W3-2023-BSE003_920575_candidates.txt,success,
*ST康乐,920575,股权转让,,57182,58027,outputs\week3_sample_outputs\candidate_texts\W3-2023-BSE003_920575_candidates.txt,success,
*ST康乐,920575,股权转让,,85972,87007,outputs\week3_sample_outputs\candidate_texts\W3-2023-BSE003_920575_candidates.txt,success,
迪尔化工,920304,历史沿革,,65082,66556,outputs\week3_sample_outputs\candidate_texts\W3-2023-BSE004_920304_candidates.txt,success,
迪尔化工,920304,股东情况,,9267,10292,outputs\week3_sample_outputs\candidate_texts\W3-2023-BSE004_920304_candidates.txt,success,
迪尔化工,920304,股东情况,,26975,27602,outputs\week3_sample_outputs\candidate_texts\W3-2023-BSE004_920304_candidates.txt,success,
迪尔化工,920304,股东情况,,27602,28986,outputs\week3_sample_outputs\candidate_texts\W3-2023-BSE004_920304_candidates.txt,success,
迪尔化工,920304,股东情况,,32958,33911,outputs\week3_sample_outputs\candidate_texts\W3-2023-BSE004_920304_candidates.txt,success,
迪尔化工,920304,认购,,3648,4877,outputs\week3_sample_outputs\candidate_texts\W3-2023-BSE004_920304_candidates.txt,success,
迪尔化工,920304,认购,,24127,25218,outputs\week3_sample_outputs\candidate_texts\W3-2023-BSE004_920304_candidates.txt,success,
迪尔化工,920304,认购,,26132,26975,outputs\week3_sample_outputs\candidate_texts\W3-2023-BSE004_920304_candidates.txt,success,
宁新新材,920719,股权转让、创业投资,,186787,187823,outputs\week3_sample_outputs\candidate_texts\W3-2023-BSE005_920719_candidates.txt,success,
宁新新材,920719,股权转让,,53729,54712,outputs\week3_sample_outputs\candidate_texts\W3-2023-BSE005_920719_candidates.txt,success,
宁新新材,920719,股东情况、私募基金、创业投资,,56516,57423,outputs\week3_sample_outputs\candidate_texts\W3-2023-BSE005_920719_candidates.txt,success,
宁新新材,920719,股东情况、增资,,60766,61731,outputs\week3_sample_outputs\candidate_texts\W3-2023-BSE005_920719_candidates.txt,success,
宁新新材,920719,股份锁定,,1576,2347,outputs\week3_sample_outputs\candidate_texts\W3-2023-BSE005_920719_candidates.txt,success,
宁新新材,920719,创业投资,,7713,8989,outputs\week3_sample_outputs\candidate_texts\W3-2023-BSE005_920719_candidates.txt,success,
宁新新材,920719,认购,,17227,18537,outputs\week3_sample_outputs\candidate_texts\W3-2023-BSE005_920719_candidates.txt,success,
宁新新材,920719,认购,,18537,19395,outputs\week3_sample_outputs\candidate_texts\W3-2023-BSE005_920719_candidates.txt,success,
瑞星股份,920717,股东情况,,29756,30872,outputs\week3_sample_outputs\candidate_texts\W3-2023-BSE006_920717_candidates.txt,success,
瑞星股份,920717,认购,,23713,24026,outputs\week3_sample_outputs\candidate_texts\W3-2023-BSE006_920717_candidates.txt,success,
瑞星股份,920717,股份锁定,,41074,42131,outputs\week3_sample_outputs\candidate_texts\W3-2023-BSE006_920717_candidates.txt,success,
瑞星股份,920717,股份锁定,,42131,43237,outputs\week3_sample_outputs\candidate_texts\W3-2023-BSE006_920717_candidates.txt,success,
瑞星股份,920717,股份锁定,,43237,44273,outputs\week3_sample_outputs\candidate_texts\W3-2023-BSE006_920717_candidates.txt,success,
瑞星股份,920717,股份锁定,,44273,45402,outputs\week3_sample_outputs\candidate_texts\W3-2023-BSE006_920717_candidates.txt,success,
瑞星股份,920717,股份锁定,,55372,56381,outputs\week3_sample_outputs\candidate_texts\W3-2023-BSE006_920717_candidates.txt,success,
博迅生物,920504,发行前股东,,1548,2376,outputs\week3_sample_outputs\candidate_texts\W3-2023-BSE007_920504_candidates.txt,success,
博迅生物,920504,股东情况,,31524,32648,outputs\week3_sample_outputs\candidate_texts\W3-2023-BSE007_920504_candidates.txt,success,
博迅生物,920504,认购、股份锁定,,29550,30595,outputs\week3_sample_outputs\candidate_texts\W3-2023-BSE007_920504_candidates.txt,success,
博迅生物,920504,认购,,24610,24878,outputs\week3_sample_outputs\candidate_texts\W3-2023-BSE007_920504_candidates.txt,success,
博迅生物,920504,股份锁定,,30595,31524,outputs\week3_sample_outputs\candidate_texts\W3-2023-BSE007_920504_candidates.txt,success,
博迅生物,920504,私募基金,,32648,33544,outputs\week3_sample_outputs\candidate_texts\W3-2023-BSE007_920504_candidates.txt,success,
博迅生物,920504,股份锁定,,39345,41124,outputs\week3_sample_outputs\candidate_texts\W3-2023-BSE007_920504_candidates.txt,success,
开特股份,920978,股权转让、认购,,35119,36088,outputs\week3_sample_outputs\candidate_texts\W3-2023-BSE008_920978_candidates.txt,success,
开特股份,920978,股权转让、创业投资,,36088,37055,outputs\week3_sample_outputs\candidate_texts\W3-2023-BSE008_920978_candidates.txt,success,
开特股份,920978,股东情况、创业投资,,34187,35119,outputs\week3_sample_outputs\candidate_texts\W3-2023-BSE008_920978_candidates.txt,success,
开特股份,920978,创业投资,,7825,9158,outputs\week3_sample_outputs\candidate_texts\W3-2023-BSE008_920978_candidates.txt,success,
开特股份,920978,认购,,26240,26866,outputs\week3_sample_outputs\candidate_texts\W3-2023-BSE008_920978_candidates.txt,success,
开特股份,920978,认购,,28647,29186,outputs\week3_sample_outputs\candidate_texts\W3-2023-BSE008_920978_candidates.txt,success,
开特股份,920978,创业投资,,47510,48550,outputs\week3_sample_outputs\candidate_texts\W3-2023-BSE008_920978_candidates.txt,success,
开特股份,920978,股份锁定,,49735,51115,outputs\week3_sample_outputs\candidate_texts\W3-2023-BSE008_920978_candidates.txt,success,
纳科诺尔,920522,股权转让、增资、认购,,46607,48091,outputs\week3_sample_outputs\candidate_texts\W3-2023-BSE009_920522_candidates.txt,success,
纳科诺尔,920522,股权转让,,41528,42753,outputs\week3_sample_outputs\candidate_texts\W3-2023-BSE009_920522_candidates.txt,success,
纳科诺尔,920522,股权转让,,42753,43958,outputs\week3_sample_outputs\candidate_texts\W3-2023-BSE009_920522_candidates.txt,success,
纳科诺尔,920522,股权转让,,43958,45191,outputs\week3_sample_outputs\candidate_texts\W3-2023-BSE009_920522_candidates.txt,success,
纳科诺尔,920522,股权转让,,55720,56854,outputs\week3_sample_outputs\candidate_texts\W3-2023-BSE009_920522_candidates.txt,success,
纳科诺尔,920522,股东情况,,35031,35627,outputs\week3_sample_outputs\candidate_texts\W3-2023-BSE009_920522_candidates.txt,success,
纳科诺尔,920522,股东情况,,40166,41528,outputs\week3_sample_outputs\candidate_texts\W3-2023-BSE009_920522_candidates.txt,success,
纳科诺尔,920522,投资协议,,48091,49177,outputs\week3_sample_outputs\candidate_texts\W3-2023-BSE009_920522_candidates.txt,success,
莱赛激光,920363,股东情况,,30906,31915,outputs\week3_sample_outputs\candidate_texts\W3-2023-BSE010_920363_candidates.txt,success,
莱赛激光,920363,股份锁定,,1474,2156,outputs\week3_sample_outputs\candidate_texts\W3-2023-BSE010_920363_candidates.txt,success,
莱赛激光,920363,认购,,14408,15890,outputs\week3_sample_outputs\candidate_texts\W3-2023-BSE010_920363_candidates.txt,success,
莱赛激光,920363,股份锁定,,41361,42602,outputs\week3_sample_outputs\candidate_texts\W3-2023-BSE010_920363_candidates.txt,success,
